No,Date,Ticker,Reference,Open_price,Close_price,Highest_price,Lowest_price,Average,Change,Change_percent,Matched_volume,Matched_value,Negotiated_volume,Negotiated_value,Total_volume,Total_value,Market_cap
1215,15/10/2021,MSN,"142,100","142,200","141,000","143,400","141,000","142,000","-1,100",-0.77,0.89,126.61,0.00,0.00,0.89,126.61,"166,455.39"
1216,14/10/2021,MSN,"143,100","143,100","142,100","144,000","141,600","142,445","-1,000",-0.70,1.43,203.16,0.00,0.00,1.43,203.16,"167,753.98"
1217,13/10/2021,MSN,"145,500","147,000","143,100","147,000","143,000","144,883","-2,400",-1.65,1.14,165.11,0.00,0.00,1.14,165.11,"168,934.51"
1218,12/10/2021,MSN,"147,000","147,500","145,500","148,500","145,000","146,618","-1,500",-1.02,0.68,99.07,0.00,0.00,0.68,99.07,"171,767.80"
1219,11/10/2021,MSN,"145,500","145,500","147,000","148,500","143,000","146,290","1,500",1.03,0.92,135.20,2.72,396.32,3.65,531.52,"173,538.60"
1220,08/10/2021,MSN,"141,700","142,000","145,500","146,000","141,900","144,078","3,800",2.68,1.01,145.39,0.00,0.00,1.01,145.39,"171,767.80"
1221,07/10/2021,MSN,"142,200","143,000","141,700","143,000","141,000","141,888",-500,-0.35,0.55,77.80,0.00,0.00,0.55,77.80,"167,281.77"
1222,06/10/2021,MSN,"141,200","142,500","142,200","142,500","140,900","141,547","1,000",0.71,0.54,76.48,0.00,0.00,0.54,76.48,"167,872.03"
1223,05/10/2021,MSN,"141,200","142,700","141,200","142,900","140,600","141,680",0,0.00,0.60,84.91,0.00,0.00,0.60,84.91,"166,691.50"
1224,04/10/2021,MSN,"140,000","141,900","141,200","143,000","140,100","141,419","1,200",0.86,0.50,70.06,0.72,100.80,1.22,170.86,"166,691.50"
1225,01/10/2021,MSN,"142,600","142,000","140,000","143,000","140,000","140,937","-2,600",-1.82,0.86,121.11,1.01,144.15,1.87,265.26,"165,274.86"
1226,30/09/2021,MSN,"141,000","141,100","142,600","144,400","141,000","143,430","1,600",1.13,0.75,108.23,0.00,0.00,0.75,108.23,"168,344.25"
1227,29/09/2021,MSN,"136,000","138,900","141,000","141,000","138,000","139,138","5,000",3.68,0.56,78.40,0.00,0.00,0.56,78.40,"166,455.39"
1228,28/09/2021,MSN,"135,000","134,900","136,000","140,700","134,100","138,414","1,000",0.74,1.28,177.72,0.00,0.00,1.28,177.72,"160,552.72"
1229,27/09/2021,MSN,"142,400","142,700","135,000","143,500","135,000","139,366","-7,400",-5.20,1.21,169.07,0.00,0.00,1.21,169.07,"159,372.18"
1230,24/09/2021,MSN,"145,000","145,000","142,400","145,500","141,800","143,141","-2,600",-1.79,1.16,166.19,0.00,0.00,1.16,166.19,"168,108.14"
1231,23/09/2021,MSN,"147,000","146,500","145,000","148,500","143,000","146,020","-2,000",-1.36,0.93,136.15,0.00,0.00,0.93,136.15,"171,177.53"
1232,22/09/2021,MSN,"143,500","145,000","147,000","149,000","143,500","146,590","3,500",2.44,0.86,126.01,0.18,26.48,1.04,152.49,"173,538.60"
1233,21/09/2021,MSN,"143,000","141,000","143,500","145,000","141,000","143,222",500,0.35,1.33,190.33,0.00,0.00,1.33,190.33,"169,406.73"
1234,20/09/2021,MSN,"146,000","146,100","143,000","148,500","143,000","145,918","-3,000",-2.05,1.05,153.65,1.11,162.20,2.16,315.85,"168,816.46"
1235,17/09/2021,MSN,"149,800","148,000","146,000","149,500","145,500","146,881","-3,800",-2.54,2.39,351.02,0.00,0.00,2.39,351.02,"172,358.07"
1236,16/09/2021,MSN,"144,900","147,000","149,800","150,000","145,200","148,561","4,900",3.38,2.29,339.69,0.04,5.24,2.32,344.93,"176,844.10"
1237,15/09/2021,MSN,"135,500","135,000","144,900","144,900","135,000","140,719","9,400",6.94,2.80,393.46,0.39,53.12,3.18,446.58,"171,059.48"
1238,14/09/2021,MSN,"130,600","131,800","135,500","135,700","130,800","134,540","4,900",3.75,2.57,345.35,1.28,169.92,3.85,515.27,"159,962.45"
1239,13/09/2021,MSN,"130,000","131,000","130,600","132,000","130,100","131,195",600,0.46,1.26,165.88,0.50,65.75,1.76,231.63,"154,177.83"
